country,iso3,fuel_type,year,capacity_gw,generation_twh,capacity_factor,cf_low,cf_high,years_used,proxy_fuel,source_id,note
MU,MUS,oil,2024,0.46,1.46,0.3623,0.2631,0.3971,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MU,MUS,solar,2024,0.16,0.17,0.1213,0.1213,0.166,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MW,MWI,hydro,2024,0.39,1.69,0.4947,0.4947,0.5183,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MW,MWI,oil,2024,0.13,0.08,0.0702,0.0088,0.0702,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MW,MWI,solar,2024,0.1,0.01,0.0114,0.0114,0.019,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MY,MYS,bioenergy,2025,0.93,1.78,0.2185,0.151,0.2185,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MY,MYS,coal,2025,13.28,89.6,0.7702,0.6686,0.7702,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MY,MYS,gas,2025,17.99,67.89,0.4308,0.4086,0.4849,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MY,MYS,hydro,2025,6.27,35.24,0.6416,0.5543,0.6416,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
MY,MYS,oil,2025,0.49,2.07,0.4822,0.2679,0.4822,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
MY,MYS,solar,2025,3.07,4.51,0.1677,0.1474,0.1677,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NA,NAM,coal,2024,0.12,0.04,0.0381,0.019,0.0571,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NA,NAM,hydro,2024,0.35,1.0,0.3262,0.2544,0.4892,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NA,NAM,oil,2023,0.07,0.01,0.0163,0.0114,0.019,3,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NA,NAM,solar,2024,0.24,0.58,0.2759,0.2283,0.2884,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NC,NCL,coal,2023,0.37,1.14,0.3517,0.3517,0.472,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NC,NCL,hydro,2024,0.08,0.54,0.7705,0.4424,0.7705,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NC,NCL,oil,2024,0.55,1.14,0.2366,0.2033,0.3113,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NC,NCL,solar,2024,0.21,0.26,0.1413,0.1209,0.1427,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NC,NCL,wind,2024,0.06,0.04,0.0761,0.0761,0.0761,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NE,NER,oil,2024,0.39,0.7,0.2049,0.1535,0.2137,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NE,NER,solar,2024,0.08,0.03,0.0428,0.0285,0.0457,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NG,NGA,gas,2025,11.91,28.53,0.2735,0.27,0.3185,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NG,NGA,hydro,2025,2.9,12.82,0.5046,0.3586,0.5046,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NG,NGA,solar,2025,0.28,0.13,0.053,0.053,0.1142,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NI,NIC,bioenergy,2024,0.22,0.89,0.4618,0.3788,0.4618,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NI,NIC,hydro,2024,0.16,0.65,0.4638,0.4067,0.4638,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NI,NIC,oil,2024,0.38,1.7,0.5107,0.2892,0.5107,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NI,NIC,wind,2024,0.19,0.56,0.3365,0.3304,0.3965,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NL,NLD,coal,2025,3.5,9.55,0.3115,0.2436,0.4121,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NL,NLD,gas,2025,14.93,47.09,0.3601,0.3386,0.4335,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NL,NLD,nuclear,2025,0.51,3.99,0.8931,0.7991,0.9311,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NL,NLD,oil,2025,1.07,5.23,0.558,0.462,0.6338,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NL,NLD,solar,2025,25.88,28.5,0.1257,0.087,0.1257,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NL,NLD,wind,2025,11.78,33.7,0.3266,0.2705,0.3267,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NO,NOR,bioenergy,2025,0.05,0.24,0.5479,0.5479,0.5479,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NO,NOR,gas,2025,0.34,0.9,0.3022,0.046,0.499,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NO,NOR,hydro,2025,34.65,144.78,0.477,0.4272,0.4822,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NO,NOR,oil,2025,0.14,0.71,0.5789,0.5789,0.742,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NO,NOR,solar,2025,0.9,0.53,0.0672,0.0571,0.0766,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NO,NOR,wind,2025,5.16,13.58,0.3004,0.2658,0.3339,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NP,NPL,hydro,2024,3.29,11.0,0.3817,0.3817,0.5522,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NP,NPL,oil,2013,0.05,0.01,0.0228,0.0228,0.0457,3,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
NP,NPL,solar,2024,0.17,0.12,0.0806,0.0806,0.1522,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,bioenergy,2025,0.13,0.57,0.5005,0.5005,0.6523,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,coal,2025,0.75,0.49,0.0746,0.0746,0.3957,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,gas,2025,1.42,3.84,0.3087,0.2701,0.3738,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,hydro,2025,5.5,23.77,0.4934,0.4867,0.5432,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,solar,2025,0.84,0.37,0.0503,0.0503,0.1262,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
NZ,NZL,wind,2025,1.26,4.22,0.3823,0.3287,0.3905,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
OM,OMN,gas,2025,13.48,48.54,0.4111,0.3318,0.4111,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
OM,OMN,oil,2020,0.14,0.9,0.7339,0.7339,0.9214,3,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
OM,OMN,solar,2025,1.67,2.3,0.1572,0.1572,0.4281,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
OM,OMN,wind,2025,0.05,0.1,0.2283,0.2283,0.2283,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,bioenergy,2025,0.43,0.55,0.146,0.146,0.223,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,coal,2025,8.48,28.82,0.388,0.2928,0.5925,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,gas,2025,17.79,38.73,0.2485,0.2485,0.3471,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,hydro,2025,11.52,41.24,0.4087,0.372,0.4107,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,nuclear,2025,3.62,25.43,0.8019,0.7109,0.8035,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,oil,2025,3.87,1.28,0.0378,0.0378,0.4139,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PK,PAK,solar,2024,3.72,19.84,0.6088,0.404,0.6088,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PK,PAK,wind,2025,1.85,4.46,0.2752,0.24,0.3186,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,bioenergy,2024,0.1,0.05,0.0571,0.0457,0.0978,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,coal,2024,0.31,0.5,0.1841,0.1619,0.1841,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,gas,2024,1.2,2.8,0.2664,0.2664,0.6009,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,hydro,2024,1.85,7.13,0.44,0.3795,0.526,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,oil,2024,0.78,1.0,0.1464,0.0713,0.2795,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PA,PAN,solar,2024,0.74,0.99,0.1527,0.1347,0.1528,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PA,PAN,wind,2024,0.34,0.96,0.3223,0.1947,0.3223,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,bioenergy,2025,0.24,0.65,0.3092,0.3092,0.4029,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,coal,2021,0.14,0.14,0.1142,0.106,0.6197,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,gas,2025,4.91,21.83,0.5075,0.369,0.6191,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,hydro,2025,5.77,33.88,0.6703,0.6115,0.6703,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,oil,2025,2.98,0.13,0.005,0.005,0.0366,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PE,PER,solar,2025,1.02,1.83,0.2048,0.2046,0.2906,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PE,PER,wind,2025,1.34,2.11,0.1798,0.1798,0.5067,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,bioenergy,2025,0.81,1.45,0.2044,0.1884,0.2854,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,coal,2025,12.64,72.23,0.6523,0.6278,0.7253,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,gas,2025,4.19,21.25,0.5789,0.5732,0.6423,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,hydro,2025,3.15,12.7,0.4602,0.344,0.4602,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,oil,2025,4.19,0.94,0.0256,0.0256,0.0644,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PH,PHL,solar,2025,3.89,3.0,0.088,0.0794,0.1252,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PH,PHL,wind,2025,0.52,1.46,0.3205,0.275,0.3892,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PG,PNG,gas,2024,0.26,0.91,0.3995,0.3927,0.4457,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PG,PNG,hydro,2024,0.31,1.0,0.3682,0.3682,0.4804,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PG,PNG,oil,2024,0.49,2.7,0.629,0.5032,0.6313,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PL,POL,bioenergy,2025,1.02,8.48,0.9491,0.8539,0.9505,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PL,POL,coal,2025,27.26,87.4,0.366,0.366,0.4998,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PL,POL,gas,2025,4.93,24.81,0.5745,0.4065,0.5901,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PL,POL,hydro,2025,0.99,1.7,0.196,0.196,0.2779,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PL,POL,solar,2025,25.42,19.55,0.0878,0.0633,0.0928,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PL,POL,wind,2025,10.6,23.98,0.2582,0.2582,0.2955,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PR,PRI,gas,2025,1.45,5.75,0.4527,0.4251,0.4527,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PR,PRI,hydro,2025,0.1,0.01,0.0114,0.0114,0.0571,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PR,PRI,oil,2025,3.97,9.57,0.2752,0.2752,0.3181,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PR,PRI,solar,2025,1.36,0.95,0.0797,0.0797,0.1584,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PR,PRI,wind,2025,0.13,0.23,0.202,0.1581,0.202,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KP,PRK,coal,2024,3.38,9.23,0.3117,0.302,0.3516,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KP,PRK,hydro,2024,4.97,17.0,0.3905,0.3007,0.3905,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
KP,PRK,solar,2024,0.14,0.17,0.1386,0.1317,0.1484,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,bioenergy,2025,0.66,3.43,0.5933,0.5933,0.7003,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,coal,2020,1.98,2.36,0.1361,0.1361,0.8458,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,gas,2025,4.19,8.42,0.2294,0.1534,0.4738,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,hydro,2025,8.37,15.2,0.2073,0.0912,0.2073,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,oil,2025,0.47,1.35,0.3279,0.3182,0.3328,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PT,PRT,solar,2025,6.95,8.86,0.1455,0.1393,0.1458,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PT,PRT,wind,2025,5.61,13.68,0.2784,0.271,0.2923,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PY,PRY,hydro,2025,8.82,45.11,0.5838,0.5251,0.6834,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PS,PSE,solar,2024,0.3,0.39,0.1484,0.1395,0.2043,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PF,PYF,hydro,2024,0.05,0.19,0.4338,0.3196,0.4338,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
PF,PYF,oil,2024,0.22,0.47,0.2439,0.2439,0.2501,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
PF,PYF,solar,2024,0.08,0.06,0.0856,0.0856,0.1142,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
QA,QAT,gas,2025,12.58,53.9,0.4891,0.4686,0.4936,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
QA,QAT,solar,2025,1.68,2.15,0.1461,0.0832,0.303,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RE,REU,bioenergy,2023,0.3,1.04,0.3957,0.3044,0.3957,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RE,REU,coal,2023,0.16,0.4,0.2854,0.2854,0.7319,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RE,REU,hydro,2023,0.13,0.39,0.3425,0.3161,0.5532,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RE,REU,oil,2022,0.29,1.33,0.5235,0.3228,0.5235,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
RE,REU,solar,2023,0.27,0.29,0.1226,0.1226,0.1484,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,bioenergy,2025,0.16,0.49,0.3496,0.3139,0.53,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,coal,2025,2.52,7.56,0.3425,0.3133,0.3766,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,gas,2025,3.55,8.43,0.2711,0.2711,0.346,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,hydro,2025,6.62,12.08,0.2083,0.2083,0.3138,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,nuclear,2025,1.3,10.2,0.8957,0.8957,0.9905,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,oil,2025,1.23,0.18,0.0167,0.0167,0.0316,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
RO,ROU,solar,2025,6.24,4.87,0.0891,0.0851,0.1396,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RO,ROU,wind,2025,3.28,5.97,0.2078,0.2078,0.2844,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,bioenergy,2025,0.16,0.77,0.5494,0.5494,0.7464,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,coal,2025,37.19,219.52,0.6738,0.55,0.6738,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,gas,2025,113.04,533.17,0.5384,0.5384,0.5639,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,hydro,2025,51.83,199.73,0.4399,0.4228,0.4781,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,nuclear,2025,28.65,218.65,0.8712,0.8369,0.8712,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,solar,2025,2.43,2.84,0.1334,0.1274,0.158,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RU,RUS,wind,2025,2.88,3.64,0.1443,0.1437,0.2143,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RW,RWA,coal,2024,0.09,0.17,0.2156,0.1142,0.3881,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RW,RWA,gas,2024,0.09,0.3,0.3805,0.3805,0.3805,1,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RW,RWA,hydro,2024,0.15,0.52,0.3957,0.3957,0.5327,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RW,RWA,oil,2023,0.07,0.09,0.1468,0.1468,0.3098,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SA,SAU,gas,2024,69.42,287.98,0.4736,0.4018,0.4736,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SA,SAU,oil,2024,28.33,156.84,0.632,0.6018,0.6474,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SA,SAU,solar,2024,6.2,8.23,0.1515,0.1464,0.3165,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SA,SAU,wind,2024,0.4,1.59,0.4538,0.2255,0.4538,3,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SD,SDN,bioenergy,2024,0.2,0.11,0.0628,0.0628,0.0628,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SD,SDN,hydro,2024,1.48,11.5,0.887,0.8446,0.9102,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SD,SDN,oil,2024,1.34,3.0,0.2556,0.2351,0.5631,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SD,SDN,solar,2024,0.19,0.16,0.0961,0.0245,0.0961,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SN,SEN,bioenergy,2024,0.05,0.11,0.2511,0.2283,0.2511,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SN,SEN,coal,2024,0.16,0.1,0.0713,0.0642,0.3353,4,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SN,SEN,gas,2023,0.28,0.02,0.0082,0.0082,0.0428,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SN,SEN,oil,2024,1.29,6.0,0.531,0.531,0.883,4,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SN,SEN,solar,2024,0.27,0.68,0.2875,0.268,0.2928,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SN,SEN,wind,2024,0.16,0.41,0.2925,0.157,0.2925,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SG,SGP,gas,2025,11.7,54.81,0.5348,0.5348,0.5748,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SG,SGP,oil,2025,0.21,1.47,0.7991,0.2557,0.7991,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SG,SGP,solar,2025,1.52,1.64,0.1232,0.0951,0.1232,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SB,SLB,oil,2024,0.06,0.1,0.1903,0.1903,0.2283,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SL,SLE,hydro,2024,0.06,0.18,0.3425,0.3425,0.3425,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SL,SLE,oil,2024,0.14,0.01,0.0082,0.0082,0.0082,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SV,SLV,bioenergy,2025,0.3,0.78,0.2968,0.2968,0.3425,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SV,SLV,hydro,2025,0.64,1.96,0.3496,0.2658,0.4486,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SV,SLV,oil,2025,0.55,0.85,0.1764,0.1245,0.2055,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SV,SLV,solar,2025,0.74,1.33,0.2052,0.1928,0.3573,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SV,SLV,wind,2025,0.05,0.2,0.4566,0.2968,0.4566,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SO,SOM,oil,2024,0.06,0.34,0.6469,0.6469,0.6469,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SO,SOM,solar,2024,0.05,0.08,0.1826,0.1598,0.1826,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,bioenergy,2025,0.05,0.41,0.9361,0.7763,0.9361,2,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,coal,2025,4.82,23.85,0.5649,0.5509,0.607,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,gas,2025,0.59,2.51,0.4856,0.2806,0.4856,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,hydro,2025,2.51,8.16,0.3711,0.3711,0.563,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,solar,2025,0.43,0.16,0.0425,0.0163,0.0609,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
RS,SRB,wind,2025,0.8,1.47,0.2098,0.2098,0.3082,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
SS,SSD,oil,2024,0.2,0.55,0.3139,0.3139,0.3924,5,yes,ember_yearly_electricity,"implied by the country's own published capacity and generation for that fuel; Ember publishes no oil line: 'Other Fossil' is oil products plus other fossil fuels, and stands in for oil utilisation"
SR,SUR,hydro,2024,0.18,0.9,0.5708,0.5708,0.6279,5,no,ember_yearly_electricity,implied by the country's own published capacity and generation for that fuel
