company,destination,model,powertrain,scenario,units,ti_per_vehicle_kgco2e,crossover_year,crossover_calendar_year,reason
toyota,BE,TOYOTA CAMRY,HEV,S2,153,-9488.6029,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA COROLLA,HEV,S2,5169,-5618.7136,0.857,2024.9,within lifetime
toyota,BE,TOYOTA GR 86,ICE,S2,54,-27040.1351,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA GR YARIS,ICE,S2,185,-25428.8576,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA HIGHLANDER,HEV,S2,68,-17739.4823,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA LAND CRUISER,ICE,S2,37,-45931.1286,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,59,-38767.864,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA RAV4,HEV,S2,1426,-10798.2679,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA SUPRA,ICE,S2,19,-21160.2634,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA YARIS,HEV,S2,3355,-791.334,5.317,2029.3,within lifetime
toyota,BE,TOYOTA YARIS,ICE,S2,360,-7772.0259,,,crossover before sale year (product already above benchmark at t=0)
toyota,BE,TOYOTA YARIS CROSS,HEV,S2,4445,-4311.5811,1.98,2026.0,within lifetime
toyota,BE,TOYOTA YARIS CROSS,ICE,S2,38,-10979.1056,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,PROACE,ICE,S2,40,-25166.2916,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,PROACE CITY VERSO,ICE,S2,34,-13471.8051,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA AYGO X,ICE,S2,156,-3060.6918,5.341,2029.3,within lifetime
toyota,BG,TOYOTA BZ4X,BEV,S2,28,15896.2271,30.075,2054.1,after lifetime
toyota,BG,TOYOTA C-HR,HEV,S2,724,-4013.3414,4.6,2028.6,within lifetime
toyota,BG,TOYOTA CAMRY,HEV,S2,109,-6677.4196,2.646,2026.6,within lifetime
toyota,BG,TOYOTA COROLLA,HEV,S2,1487,-2390.3217,5.879,2029.9,within lifetime
toyota,BG,TOYOTA COROLLA,ICE,S2,318,-8562.9196,1.359,2025.4,within lifetime
toyota,BG,TOYOTA GR YARIS,ICE,S2,4,-26006.5001,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA HIGHLANDER,HEV,S2,120,-16341.5144,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA LAND CRUISER,ICE,S2,63,-46605.464,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,84,-40293.1201,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA LAND CRUISER 150 SERIES,ICE,S2,1,-40548.5693,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA RAV4,HEV,S2,388,-8882.5845,1.148,2025.1,within lifetime
toyota,BG,TOYOTA RAV4,ICE,S2,18,-16965.2884,,,crossover before sale year (product already above benchmark at t=0)
toyota,BG,TOYOTA YARIS,HEV,S2,501,2103.6262,9.854,2033.9,within lifetime
toyota,BG,TOYOTA YARIS,ICE,S2,227,-6746.6216,2.597,2026.6,within lifetime
toyota,BG,TOYOTA YARIS CROSS,HEV,S2,454,-1983.5351,6.211,2030.2,within lifetime
toyota,BG,TOYOTA YARIS CROSS,ICE,S2,205,-9290.9279,0.881,2024.9,within lifetime
toyota,CY,PROACE,ICE,S2,1,-29947.105,,,crossover before sale year (product already above benchmark at t=0)
toyota,CY,TOYOTA RAV4,HEV,S2,6,-10995.6101,1.86,2025.9,within lifetime
toyota,CZ,C-HR,HEV,S2,1,-1613.3562,5.381,2029.4,within lifetime
toyota,CZ,GR YARIS,ICE,S2,2,-15298.9175,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,PROACE,BEV,S2,13,2460.8062,9.805,2033.8,within lifetime
toyota,CZ,PROACE,ICE,S2,1202,-17944.0041,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,PROACE CITY VERSO,ICE,S2,2046,-8798.5813,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,PROACE CITY VERSO ELECTRIC,BEV,S2,70,6916.5859,15.909,2039.9,within lifetime
toyota,CZ,TOYOTA AYGO X,ICE,S2,885,-1161.8964,5.83,2029.8,within lifetime
toyota,CZ,TOYOTA BZ4X,BEV,S2,100,10251.626,21.884,2045.9,after lifetime
toyota,CZ,TOYOTA C-HR,HEV,S2,1126,-1525.0941,5.468,2029.5,within lifetime
toyota,CZ,TOYOTA CAMRY,HEV,S2,470,-3782.3818,3.338,2027.3,within lifetime
toyota,CZ,TOYOTA COROLLA,HEV,S2,3997,-735.2204,6.263,2030.3,within lifetime
toyota,CZ,TOYOTA COROLLA,ICE,S2,837,-5330.6535,1.985,2026.0,within lifetime
toyota,CZ,TOYOTA GR 86,ICE,S2,63,-19189.9814,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA GR YARIS,ICE,S2,205,-19302.807,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA HIGHLANDER,HEV,S2,397,-11307.456,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA LAND CRUISER,ICE,S2,302,-34816.1537,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,79,-29771.4407,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA RAV4,HEV,S2,2724,-5745.442,1.636,2025.6,within lifetime
toyota,CZ,TOYOTA RAV4,ICE,S2,12,-11623.0435,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA SUPRA,ICE,S2,14,-15602.4295,,,crossover before sale year (product already above benchmark at t=0)
toyota,CZ,TOYOTA YARIS,HEV,S2,800,2233.4516,9.534,2033.5,within lifetime
toyota,CZ,TOYOTA YARIS,ICE,S2,727,-4002.728,3.14,2027.1,within lifetime
toyota,CZ,TOYOTA YARIS CROSS,HEV,S2,1822,-783.96,6.213,2030.2,within lifetime
toyota,CZ,TOYOTA YARIS CROSS,ICE,S2,534,-5820.704,1.573,2025.6,within lifetime
toyota,DE,,HEV,S2,2,-39885.8993,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,FJ CRUISER,ICE,S2,9,-37494.1123,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,LAND CRUISER,ICE,S2,19,-44781.5757,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,LAND CRUISER I-FORCE MAX,HEV,S2,2,-33104.9397,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,PROACE,BEV,S2,28,4487.6168,12.222,2036.2,within lifetime
toyota,DE,PROACE,ICE,S2,2756,-21304.2405,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,PROACE CITY VERSO,ICE,S2,2944,-11296.7838,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,PROACE CITY VERSO ELECTRIC,BEV,S2,67,8398.4623,18.634,2042.6,after lifetime
toyota,DE,PROACE VERSO,ICE,S2,14,-20498.9946,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA AYGO,HEV,S2,1,-75.104,6.504,2030.5,within lifetime
toyota,DE,TOYOTA AYGO X,HEV,S2,2,-75.104,6.504,2030.5,within lifetime
toyota,DE,TOYOTA AYGO X,ICE,S2,18051,-3415.7175,3.08,2027.1,within lifetime
toyota,DE,TOYOTA BZ4X,BEV,S2,1550,11057.549,24.345,2048.3,after lifetime
toyota,DE,TOYOTA C-HR,HEV,S2,10014,-3613.6056,2.893,2026.9,within lifetime
toyota,DE,TOYOTA CAMRY,HEV,S2,52,-6776.1358,0.093,2024.1,within lifetime
toyota,DE,TOYOTA CARMY,HEV,S2,1,-3137.4729,3.347,2027.3,within lifetime
toyota,DE,TOYOTA COROLLA,HEV,S2,17111,-3166.5216,3.319,2027.3,within lifetime
toyota,DE,TOYOTA COROLLA,ICE,S2,4,-4256.8252,2.295,2026.3,within lifetime
toyota,DE,TOYOTA GR 86,ICE,S2,553,-22705.7139,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA GR YARIS,ICE,S2,2100,-22010.0757,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA HIGHLANDER,HEV,S2,90,-14497.3958,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA HIGHLANDER,ICE,S2,1,-13507.3323,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA LAND CRUISER,ICE,S2,972,-39076.1426,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,538,-33800.5569,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA LAND CRUISER 150,ICE,S2,2,-34589.8833,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA LAND CRUISER 250,HEV,S2,1,-40104.64,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA LANDCRUISER 300,ICE,S2,2,-44270.6466,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA RAV4,HEV,S2,5201,-8016.3077,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA RAV4,ICE,S2,6,-14152.7165,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA SUPRA,ICE,S2,219,-19529.9287,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA YARIS,HEV,S2,13344,305.8109,6.929,2030.9,within lifetime
toyota,DE,TOYOTA YARIS,ICE,S2,1073,-6971.8921,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,TOYOTA YARIS CROSS,HEV,S2,16507,-2245.2079,4.222,2028.2,within lifetime
toyota,DE,TOYOTA YARIS CROSS,ICE,S2,1,-8559.3867,,,crossover before sale year (product already above benchmark at t=0)
toyota,DE,YARIS CROSS,HEV,S2,5,-6418.5824,0.393,2024.4,within lifetime
toyota,DK,COROLLA CROSS,ICE,S2,1,-3569.3473,3.051,2027.1,within lifetime
toyota,DK,LAND CRUISER 150,ICE,S2,13,-34725.0089,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,LAND CRUISER 250,ICE,S2,8,-38739.6111,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,PROACE,BEV,S2,41,14989.8186,34.779,2058.8,after lifetime
toyota,DK,PROACE,ICE,S2,58,-20730.1093,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,PROACE CITY VERSO,ICE,S2,57,-11124.8032,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,PROACE CITY VERSO ELECTRIC,BEV,S2,8,16193.6649,39.821,2063.8,after lifetime
toyota,DK,RAV 4,HEV,S2,1,-7267.6103,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,SIENNA,ICE,S2,1,-65615.5094,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA AYGO X,ICE,S2,2540,-2825.3319,3.744,2027.7,within lifetime
toyota,DK,TOYOTA BZ4X,BEV,S2,1792,17319.5138,45.843,2069.8,after lifetime
toyota,DK,TOYOTA C-HR,HEV,S2,796,-2905.7486,3.668,2027.7,within lifetime
toyota,DK,TOYOTA CAMRY,HEV,S2,6,-6391.3869,0.602,2024.6,within lifetime
toyota,DK,TOYOTA COROLLA,HEV,S2,2081,-3278.8226,3.319,2027.3,within lifetime
toyota,DK,TOYOTA GR 86,ICE,S2,6,-21917.4962,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA GR YARIS,ICE,S2,5,-23346.5615,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA RAV4,HEV,S2,470,-7277.8621,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA RAV4,ICE,S2,21,-13479.4982,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA SUPRA,ICE,S2,1,-21666.1446,,,crossover before sale year (product already above benchmark at t=0)
toyota,DK,TOYOTA YARIS,HEV,S2,2208,1139.4458,7.844,2031.8,within lifetime
toyota,DK,TOYOTA YARIS,ICE,S2,355,-5522.2502,1.329,2025.3,within lifetime
toyota,DK,TOYOTA YARIS CROSS,HEV,S2,2224,-1567.6242,4.965,2029.0,within lifetime
toyota,EE,COROLLA,HEV,S2,5,2695.1206,12.777,2036.8,within lifetime
toyota,EE,PROACE,ICE,S2,126,-15757.887,,,crossover before sale year (product already above benchmark at t=0)
toyota,EE,PROACE CITY VERSO,ICE,S2,97,-6422.9282,4.587,2028.6,within lifetime
toyota,EE,RAV4,HEV,S2,2,-2757.7133,7.531,2031.5,within lifetime
toyota,EE,TOYOTA BZ4X,BEV,S2,81,14511.4754,31.704,2055.7,after lifetime
toyota,EE,TOYOTA C-HR,HEV,S2,382,1136.248,11.148,2035.1,within lifetime
toyota,EE,TOYOTA CAMRY,HEV,S2,136,-577.4851,9.484,2033.5,within lifetime
toyota,EE,TOYOTA COROLLA,HEV,S2,1245,851.1574,10.863,2034.9,within lifetime
toyota,EE,TOYOTA COROLLA,ICE,S2,38,-2883.6156,7.423,2031.4,within lifetime
toyota,EE,TOYOTA GR YARIS,ICE,S2,46,-16252.6995,,,crossover before sale year (product already above benchmark at t=0)
toyota,EE,TOYOTA HIGHLANDER,HEV,S2,161,-8896.8635,2.797,2026.8,within lifetime
toyota,EE,TOYOTA LAND CRUISER,ICE,S2,237,-32617.0269,,,crossover before sale year (product already above benchmark at t=0)
toyota,EE,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,8,-28784.178,,,crossover before sale year (product already above benchmark at t=0)
toyota,EE,TOYOTA RAV4,HEV,S2,839,-3337.1335,7.039,2031.0,within lifetime
toyota,EE,TOYOTA RAV4,ICE,S2,62,-9152.7445,2.62,2026.6,within lifetime
toyota,EE,TOYOTA YARIS,HEV,S2,203,4675.7545,15.032,2039.0,within lifetime
toyota,EE,TOYOTA YARIS,ICE,S2,51,-1580.4198,8.564,2032.6,within lifetime
toyota,EE,TOYOTA YARIS CROSS,HEV,S2,516,1862.8741,11.893,2035.9,within lifetime
toyota,EE,TOYOTA YARIS CROSS,ICE,S2,39,-3733.2214,6.709,2030.7,within lifetime
toyota,EE,YARIS CROSS,HEV,S2,1,2489.3533,12.555,2036.6,within lifetime
toyota,ES,LAND CRUISER,ICE,S2,1,-53192.5345,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,PROACE,BEV,S2,59,17424.4037,32.029,2056.0,after lifetime
toyota,ES,PROACE,ICE,S2,1236,-31162.8206,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,PROACE CITY VERSO,ICE,S2,3949,-16460.3189,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,PROACE CITY VERSO ELECTRIC,BEV,S2,126,20138.6587,39.232,2063.2,after lifetime
toyota,ES,TOYOTA AYGO X,ICE,S2,4103,-5941.9476,4.763,2028.8,within lifetime
toyota,ES,TOYOTA BZ4X,BEV,S2,354,21343.9661,43.357,2067.4,after lifetime
toyota,ES,TOYOTA C-HR,HEV,S2,16422,-5909.2569,4.786,2028.8,within lifetime
toyota,ES,TOYOTA CAMRY,HEV,S2,110,-9504.997,2.474,2026.5,within lifetime
toyota,ES,TOYOTA COROLLA,HEV,S2,22982,-4086.9446,6.055,2030.1,within lifetime
toyota,ES,TOYOTA GR 86,ICE,S2,133,-32385.7418,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA GR YARIS,ICE,S2,453,-33460.5106,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA HIGHLANDER,HEV,S2,330,-21394.8174,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA LAND CRUISER,ICE,S2,708,-56278.9735,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,984,-48373.1463,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA LANDCRUISER 150,ICE,S2,1,-53192.5345,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA LANDCRUISER(1,ICE,S2,30,-53192.5345,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA RAV4,HEV,S2,11176,-12397.1561,0.772,2024.8,within lifetime
toyota,ES,TOYOTA RAV4,ICE,S2,8,-20656.001,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA SUPRA,ICE,S2,12,-31451.2534,,,crossover before sale year (product already above benchmark at t=0)
toyota,ES,TOYOTA YARIS,HEV,S2,12734,-1327.2091,8.124,2032.1,within lifetime
toyota,ES,TOYOTA YARIS,ICE,S2,2999,-8268.5623,3.242,2027.2,within lifetime
toyota,ES,TOYOTA YARIS CROSS,HEV,S2,18329,-5281.0267,5.215,2029.2,within lifetime
toyota,ES,TOYOTA YARIS CROSS,ICE,S2,45,-12079.2954,0.953,2025.0,within lifetime
toyota,FI,PROACE,BEV,S2,5,15647.909,44.921,2068.9,after lifetime
toyota,FI,PROACE,ICE,S2,60,-36764.0671,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,PROACE CITY VERSO,ICE,S2,39,-23721.5345,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,PROACE CITY VERSO ELECTRIC,BEV,S2,9,16746.6505,51.533,2075.5,after lifetime
toyota,FI,RAV4,HEV,S2,1,-19183.1963,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA AYGO X,ICE,S2,93,-12778.5006,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA BZ4X,BEV,S2,269,17433.8987,56.94,2080.9,after lifetime
toyota,FI,TOYOTA C-HR,HEV,S2,1087,-12406.7479,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA CAMRY,HEV,S2,87,-17063.7724,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA COROLLA,HEV,S2,3714,-11288.701,0.356,2024.4,within lifetime
toyota,FI,TOYOTA GR YARIS,ICE,S2,31,-38484.7137,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA LAND CRUISER,ICE,S2,12,-61815.1219,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,1,-53806.031,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA RAV4,HEV,S2,652,-17961.2104,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA RAV4,ICE,S2,3,-26178.3415,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA SUPRA,ICE,S2,3,-31664.701,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA YARIS,HEV,S2,2298,-6669.7197,3.957,2028.0,within lifetime
toyota,FI,TOYOTA YARIS,ICE,S2,69,-16249.2438,,,crossover before sale year (product already above benchmark at t=0)
toyota,FI,TOYOTA YARIS CROSS,HEV,S2,2895,-10810.426,0.703,2024.7,within lifetime
toyota,FR,PROACE,BEV,S2,834,18315.9232,59.776,2083.8,after lifetime
toyota,FR,PROACE,ICE,S2,975,-25227.4708,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,PROACE CITY VERSO,ICE,S2,608,-13809.921,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,PROACE CITY VERSO ELECTRIC,BEV,S2,26,18781.84,65.785,2089.8,after lifetime
toyota,FR,PROACE OR PROACE VERSO,BEV,S2,1,18368.5628,60.38,2084.4,after lifetime
toyota,FR,TOYOTA AYGO X,ICE,S2,14791,-5378.7269,2.179,2026.2,within lifetime
toyota,FR,TOYOTA BZ4X,BEV,S2,1354,19131.8745,71.664,2095.7,after lifetime
toyota,FR,TOYOTA C-HR,HEV,S2,16091,-5623.6552,1.965,2026.0,within lifetime
toyota,FR,TOYOTA CAMRY,HEV,S2,626,-8874.5651,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA COROLLA,HEV,S2,13780,-4396.029,3.057,2027.1,within lifetime
toyota,FR,TOYOTA COROLLA,ICE,S2,1,-11683.1572,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA GR 86,ICE,S2,6,-26315.1823,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA GR YARIS,ICE,S2,38,-27228.6405,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA HIGHLANDER,HEV,S2,124,-17426.1165,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA LAND CRUISER,ICE,S2,22,-44032.0959,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA LAND CRUISER (150 SERIES),ICE,S2,56,-37150.1989,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA RAV4,HEV,S2,7238,-10389.0544,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA SUPRA,ICE,S2,13,-17286.9085,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA YARIS,HEV,S2,36104,-1176.2673,6.202,2030.2,within lifetime
toyota,FR,TOYOTA YARIS,ICE,S2,2406,-8524.2526,,,crossover before sale year (product already above benchmark at t=0)
toyota,FR,TOYOTA YARIS CROSS,HEV,S2,35195,-4549.5387,2.918,2026.9,within lifetime
toyota,FR,TOYOTA YARIS CROSS,ICE,S2,267,-11625.4386,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,PROACE,BEV,S2,7,-3089.1898,3.68,2027.7,within lifetime
toyota,GR,PROACE,ICE,S2,101,-35829.8001,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,PROACE CITY,ICE,S2,1,-24073.2933,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,PROACE CITY VERSO,ICE,S2,324,-23675.9393,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,PROACE CITY VERSO ELECTRIC,BEV,S2,9,542.5168,8.737,2032.7,within lifetime
toyota,GR,TOYOTA AYGO X,ICE,S2,2187,-13581.3131,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA BZ4X,BEV,S2,36,4266.2174,15.461,2039.5,within lifetime
toyota,GR,TOYOTA C-HR,HEV,S2,2695,-13349.0839,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA COROLLA,HEV,S2,2338,-14270.3801,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA COROLLA,ICE,S2,160,-18430.9704,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA GR YARIS,ICE,S2,21,-38156.7897,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA LAND CRUISER,ICE,S2,11,-57188.0797,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA RAV4,HEV,S2,266,-19163.1761,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA RAV4,ICE,S2,3,-26917.0757,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA SUPRA,ICE,S2,2,-32346.1149,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA YARIS,HEV,S2,4714,-8807.3205,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA YARIS,ICE,S2,2079,-17016.7574,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA YARIS CROSS,HEV,S2,7812,-11812.4686,,,crossover before sale year (product already above benchmark at t=0)
toyota,GR,TOYOTA YARIS CROSS,ICE,S2,352,-19626.936,,,crossover before sale year (product already above benchmark at t=0)
toyota,HR,C-HR,HEV,S2,2,2308.7981,10.218,2034.2,within lifetime
toyota,HR,COROLLA,HEV,S2,6,3661.7713,11.115,2035.1,within lifetime
toyota,HR,PROACE,ICE,S2,19,-22896.5968,,,crossover before sale year (product already above benchmark at t=0)
toyota,HR,PROACE CITY,ICE,S2,2,-6330.943,5.207,2029.2,within lifetime
toyota,HR,PROACE CITY VERSO,ICE,S2,64,-7540.033,4.587,2028.6,within lifetime
toyota,HR,TOYOTA AYGO X,ICE,S2,120,3331.5515,10.893,2034.9,within lifetime
toyota,HR,TOYOTA BZ4X,BEV,S2,8,29088.0508,43.572,2067.6,after lifetime
toyota,HR,TOYOTA C-HR,HEV,S2,485,3373.5858,10.921,2034.9,within lifetime
toyota,HR,TOYOTA CAMRY,HEV,S2,9,-2305.2299,7.404,2031.4,within lifetime
toyota,HR,TOYOTA COROLLA,HEV,S2,529,3121.525,10.753,2034.8,within lifetime
toyota,HR,TOYOTA COROLLA,ICE,S2,554,-2875.0183,7.08,2031.1,within lifetime
toyota,HR,TOYOTA GR YARIS,ICE,S2,4,-25446.0802,,,crossover before sale year (product already above benchmark at t=0)
toyota,HR,TOYOTA HIGHLANDER,HEV,S2,15,-12657.272,2.137,2026.1,within lifetime
toyota,HR,TOYOTA LAND CRUISER,ICE,S2,12,-47759.8784,,,crossover before sale year (product already above benchmark at t=0)
toyota,HR,TOYOTA RAV4,HEV,S2,288,-3620.2676,6.663,2030.7,within lifetime
toyota,HR,TOYOTA RAV4,ICE,S2,3,-12062.9355,2.408,2026.4,within lifetime
toyota,HR,TOYOTA SUPRA,ICE,S2,1,-23833.9602,,,crossover before sale year (product already above benchmark at t=0)
toyota,HR,TOYOTA YARIS,HEV,S2,263,8838.2451,14.918,2038.9,within lifetime
toyota,HR,TOYOTA YARIS,ICE,S2,459,-1107.3978,8.102,2032.1,within lifetime
toyota,HR,TOYOTA YARIS CROSS,HEV,S2,722,5090.7406,12.102,2036.1,within lifetime
toyota,HR,TOYOTA YARIS CROSS,ICE,S2,429,-3953.1121,6.479,2030.5,within lifetime
toyota,HR,YARIS,HEV,S2,48,8553.3379,14.691,2038.7,within lifetime
toyota,HR,YARIS,ICE,S2,7,-13086.4935,1.943,2025.9,within lifetime
toyota,HR,YARIS CROSS,HEV,S2,77,5126.9589,12.128,2036.1,within lifetime
toyota,HR,YARIS CROSS,ICE,S2,1,-4181.4497,6.354,2030.4,within lifetime
toyota,HU,PROACE,BEV,S2,4,13566.588,26.194,2050.2,after lifetime
toyota,HU,PROACE,ICE,S2,230,-37907.2382,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,PROACE CITY VERSO,ICE,S2,309,-22387.2151,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,PROACE CITY VERSO ELECTRIC,BEV,S2,12,16086.4644,31.079,2055.1,after lifetime
toyota,HU,TOYOTA AYGO X,ICE,S2,835,-9833.6636,2.922,2026.9,within lifetime
toyota,HU,TOYOTA BZ4X,BEV,S2,53,18301.2796,36.472,2060.5,after lifetime
toyota,HU,TOYOTA C-HR,HEV,S2,2229,-10429.2527,2.556,2026.6,within lifetime
toyota,HU,TOYOTA CAMRY,HEV,S2,400,-13344.4039,0.845,2024.8,within lifetime
toyota,HU,TOYOTA COROLLA,HEV,S2,3903,-9573.1139,3.084,2027.1,within lifetime
toyota,HU,TOYOTA COROLLA,ICE,S2,619,-16910.2381,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,TOYOTA GR 86,ICE,S2,43,-39574.2247,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,TOYOTA GR YARIS,ICE,S2,19,-37738.9969,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,TOYOTA HIGHLANDER,HEV,S2,211,-26854.7978,,,crossover before sale year (product already above benchmark at t=0)
toyota,HU,TOYOTA LAND CRUISER,ICE,S2,101,-65554.379,,,crossover before sale year (product already above benchmark at t=0)
